Years,x50_min,rank,Probability,Frequency
"2008-2009",37.92,1,3.84615384615385,26
"2000-2001",32.4,2,7.69230769230769,13
"2014-2015",29.52,3,11.5384615384615,8.66666666666667
"2011-2012",27.12,4,15.3846153846154,6.5
"2020-2021",23.76,5,19.2307692307692,5.2
"1995-1996",23.64,6,23.0769230769231,4.33333333333333
"2004-2005",21.96,7,26.9230769230769,3.71428571428571
"2009-2010",21.12,8,30.7692307692308,3.25
"2017-2018",20.88,9,34.6153846153846,2.88888888888889
"2013-2014",20.64,10,38.4615384615385,2.6
"1996-1997",19.2,11,42.3076923076923,2.36363636363636
"2010-2011",18.48,12,46.1538461538462,2.16666666666667
"2002-2003",18.12,13,50,2
"2003-2004",15.24,14,53.8461538461538,1.85714285714286
"1997-1998",14.76,15,57.6923076923077,1.73333333333333
"2018-2019",14.64,16,61.5384615384615,1.625
"2019-2020",14.52,17,65.3846153846154,1.52941176470588
"2001-2002",14.16,18,69.2307692307692,1.44444444444444
"2015-2016",13.56,19,73.0769230769231,1.36842105263158
"2005-2006",13.08,20,76.9230769230769,1.3
"2021-2022",12.6,21,80.7692307692308,1.23809523809524
"2006-2007",12.24,22,84.6153846153846,1.18181818181818
"2012-2013",11.76,23,88.4615384615385,1.1304347826087
"2007-2008",11.4,24,92.3076923076923,1.08333333333333
"2016-2017",9.6,25,96.1538461538462,1.04
