Years,x4_5_hr,rank,Probability,Frequency
"2021-2022",10.1777777777778,1,6.66666666666667,15
"2009-2010",7.62222222222222,2,13.3333333333333,7.5
"2018-2019",7.02222222222222,3,20,5
"2015-2016",6.8,4,26.6666666666667,3.75
"2017-2018",6.17777777777778,5,33.3333333333333,3
"2012-2013",6.02222222222222,6,40,2.5
"2019-2020",5.95555555555556,7,46.6666666666667,2.14285714285714
"2020-2021",5.91111111111111,8,53.3333333333333,1.875
"2010-2011",5.75555555555556,9,60,1.66666666666667
"2008-2009",5,10,66.6666666666667,1.5
"2014-2015",5,11,73.3333333333333,1.36363636363636
"2007-2008",4.53333333333333,12,80,1.25
"2016-2017",4.35555555555556,13,86.6666666666667,1.15384615384615
"2013-2014",4.13333333333333,14,93.3333333333333,1.07142857142857
