Years,x3_5_hr,rank,Probability,Frequency
"2004-2005",12.0285714285714,1,4,25
"2013-2014",8.48571428571429,2,8,12.5
"2008-2009",6.4,3,12,8.33333333333333
"2017-2018",4.88571428571429,4,16,6.25
"2020-2021",4.48571428571429,5,20,5
"2016-2017",3.74285714285714,6,24,4.16666666666667
"2000-2001",3.42857142857143,7,28,3.57142857142857
"2019-2020",3.34285714285714,8,32,3.125
"2015-2016",3.28571428571429,9,36,2.77777777777778
"1998-1999",2.82857142857143,10,40,2.5
"2001-2002",2.31428571428571,11,44,2.27272727272727
"2010-2011",2.31428571428571,12,48,2.08333333333333
"2009-2010",2.11428571428571,13,52,1.92307692307692
"2003-2004",2.05714285714286,14,56,1.78571428571429
"2006-2007",1.97142857142857,15,60,1.66666666666667
"2012-2013",1.88571428571429,16,64,1.5625
"2014-2015",1.77142857142857,17,68,1.47058823529412
"2018-2019",1.74285714285714,18,72,1.38888888888889
"2005-2006",1.6,19,76,1.31578947368421
"2021-2022",1.45714285714286,20,80,1.25
"2002-2003",1.2,21,84,1.19047619047619
"2007-2008",1.02857142857143,22,88,1.13636363636364
"2011-2012",0.942857142857143,23,92,1.08695652173913
"1999-2000",0.914285714285714,24,96,1.04166666666667
