Years,x40_min,rank,Probability,Frequency
"1998-1999",32.25,1,3.33333333333333,30
"2010-2011",31.8,2,6.66666666666667,15
"1993-1994",31.785,3,10,10
"2015-2016",31.65,4,13.3333333333333,7.5
"2006-2007",27.6,5,16.6666666666667,6
"2009-2010",27.45,6,20,5
"2004-2005",27.15,7,23.3333333333333,4.28571428571429
"2019-2020",24.6,8,26.6666666666667,3.75
"2001-2002",23.4,9,30,3.33333333333333
"2020-2021",22.2,10,33.3333333333333,3
"2018-2019",21.3,11,36.6666666666667,2.72727272727273
"2017-2018",20.7,12,40,2.5
"2008-2009",20.25,13,43.3333333333333,2.30769230769231
"1999-2000",19.8,14,46.6666666666667,2.14285714285714
"1995-1996",19.65,15,50,2
"1996-1997",19.5,16,53.3333333333333,1.875
"1994-1995",18.018,17,56.6666666666667,1.76470588235294
"2012-2013",17.85,18,60,1.66666666666667
"2000-2001",17.7,19,63.3333333333333,1.57894736842105
"2003-2004",17.55,20,66.6666666666667,1.5
"2002-2003",16.8,21,70,1.42857142857143
"2013-2014",16.8,22,73.3333333333333,1.36363636363636
"1997-1998",16.05,23,76.6666666666667,1.30434782608696
"2005-2006",15.75,24,80,1.25
"2011-2012",15.45,25,83.3333333333333,1.2
"2021-2022",14.4,26,86.6666666666667,1.15384615384615
"2007-2008",13.2,27,90,1.11111111111111
"2016-2017",11.7,28,93.3333333333333,1.07142857142857
"2014-2015",11.1,29,96.6666666666667,1.03448275862069
