Years,x30_min,rank,Probability,Frequency
"2008-2009",44,1,6.66666666666667,15
"2014-2015",41.2,2,13.3333333333333,7.5
"2009-2010",37.2,3,20,5
"2020-2021",36.8,4,26.6666666666667,3.75
"2017-2018",33.6,5,33.3333333333333,3
"2012-2013",32.2,6,40,2.5
"2015-2016",31.4,7,46.6666666666667,2.14285714285714
"2016-2017",31.4,8,53.3333333333333,1.875
"2010-2011",30.6,9,60,1.66666666666667
"2019-2020",27.4,10,66.6666666666667,1.5
"2021-2022",26.8,11,73.3333333333333,1.36363636363636
"2011-2012",23.2,12,80,1.25
"2018-2019",23.2,13,86.6666666666667,1.15384615384615
"2013-2014",17.4,14,93.3333333333333,1.07142857142857
