Years,x2_hr,rank,Probability,Frequency
"2019-2020",36.8,1,5.55555555555556,18
"2005-2006",19.45,2,11.1111111111111,9
"2020-2021",17.15,3,16.6666666666667,6
"2021-2022",14.35,4,22.2222222222222,4.5
"2006-2007",14.2,5,27.7777777777778,3.6
"2011-2012",13.85,6,33.3333333333333,3
"2017-2018",13.15,7,38.8888888888889,2.57142857142857
"2010-2011",11.95,8,44.4444444444444,2.25
"2015-2016",11.95,9,50,2
"2009-2010",11.85,10,55.5555555555556,1.8
"2014-2015",11.55,11,61.1111111111111,1.63636363636364
"2018-2019",11.55,12,66.6666666666667,1.5
"2008-2009",10.45,13,72.2222222222222,1.38461538461538
"2012-2013",10.05,14,77.7777777777778,1.28571428571429
"2016-2017",9.35,15,83.3333333333333,1.2
"2013-2014",8.15,16,88.8888888888889,1.125
"2007-2008",6.8,17,94.4444444444444,1.05882352941176
