Years,x2_hr,rank,Probability,Frequency
"2011-2012",25,1,5.55555555555556,18
"2005-2006",15.05,2,11.1111111111111,9
"2017-2018",12.35,3,16.6666666666667,6
"2012-2013",12.15,4,22.2222222222222,4.5
"2019-2020",11.25,5,27.7777777777778,3.6
"2015-2016",10.6,6,33.3333333333333,3
"2009-2010",9.5,7,38.8888888888889,2.57142857142857
"2010-2011",9,8,44.4444444444444,2.25
"2018-2019",8.2,9,50,2
"2013-2014",7.95,10,55.5555555555556,1.8
"2014-2015",7.8,11,61.1111111111111,1.63636363636364
"2020-2021",7.4,12,66.6666666666667,1.5
"2006-2007",6.45,13,72.2222222222222,1.38461538461538
"2007-2008",6,14,77.7777777777778,1.28571428571429
"2008-2009",6,15,83.3333333333333,1.2
"2021-2022",5.9,16,88.8888888888889,1.125
"2016-2017",5.75,17,94.4444444444444,1.05882352941176
