Years,x5_hr,rank,Probability,Frequency
"2015-2016",5.58,1,7.69230769230769,13
"2018-2019",4.56,2,15.3846153846154,6.5
"2021-2022",3.4,3,23.0769230769231,4.33333333333333
"2019-2020",3.38,4,30.7692307692308,3.25
"2013-2014",2.72,5,38.4615384615385,2.6
"2016-2017",2.48,6,46.1538461538462,2.16666666666667
"2014-2015",2.44,7,53.8461538461538,1.85714285714286
"2009-2010",2.02,8,61.5384615384615,1.625
"2010-2011",1.48,9,69.2307692307692,1.44444444444444
"2020-2021",0.9,10,76.9230769230769,1.3
"2017-2018",0.74,11,84.6153846153846,1.18181818181818
"2011-2012",0.04,12,92.3076923076923,1.08333333333333
