Years,x4_5_hr,rank,Probability,Frequency
"2015-2016",10.1555555555556,1,3.84615384615385,26
"2008-2009",8.04444444444444,2,7.69230769230769,13
"2019-2020",7.82222222222222,3,11.5384615384615,8.66666666666667
"2002-2003",6.95555555555556,4,15.3846153846154,6.5
"2001-2002",6.86666666666667,5,19.2307692307692,5.2
"2017-2018",6.4,6,23.0769230769231,4.33333333333333
"2014-2015",6.33333333333333,7,26.9230769230769,3.71428571428571
"1998-1999",6.28888888888889,8,30.7692307692308,3.25
"2013-2014",6.15555555555556,9,34.6153846153846,2.88888888888889
"2020-2021",6.11111111111111,10,38.4615384615385,2.6
"2009-2010",6.04444444444445,11,42.3076923076923,2.36363636363636
"2003-2004",5.86666666666667,12,46.1538461538462,2.16666666666667
"2006-2007",5.75555555555556,13,50,2
"2005-2006",5.6,14,53.8461538461538,1.85714285714286
"2010-2011",5.57777777777778,15,57.6923076923077,1.73333333333333
"2018-2019",4.86666666666667,16,61.5384615384615,1.625
"2012-2013",4.75555555555556,17,65.3846153846154,1.52941176470588
"2004-2005",4.75555555555556,18,69.2307692307692,1.44444444444444
"1999-2000",4.62222222222222,19,73.0769230769231,1.36842105263158
"1997-1998",4.31111111111111,20,76.9230769230769,1.3
"2007-2008",4.22222222222222,21,80.7692307692308,1.23809523809524
"2021-2022",4.15555555555556,22,84.6153846153846,1.18181818181818
"1996-1997",4.13333333333333,23,88.4615384615385,1.1304347826087
"2016-2017",4.02222222222222,24,92.3076923076923,1.08333333333333
"2011-2012",3.68888888888889,25,96.1538461538462,1.04
