Years,x5_hr,rank,Probability,Frequency
"2011-2012",12.62,1,16.6666666666667,6
"2010-2011",8.92,2,33.3333333333333,3
"2009-2010",7.28,3,50,2
"2007-2008",7.2,4,66.6666666666667,1.5
"2008-2009",3.66,5,83.3333333333333,1.2
