Years,x1_5_hr,rank,Probability,Frequency
"2014-2015",17.6,1,4.54545454545455,22
"2005-2006",15.8666666666667,2,9.09090909090909,11
"2015-2016",14.8,3,13.6363636363636,7.33333333333333
"2003-2004",13.6,4,18.1818181818182,5.5
"2009-2010",13.4666666666667,5,22.7272727272727,4.4
"2020-2021",13.3333333333333,6,27.2727272727273,3.66666666666667
"2018-2019",12.5333333333333,7,31.8181818181818,3.14285714285714
"2001-2002",12.1333333333333,8,36.3636363636364,2.75
"2013-2014",11.4666666666667,9,40.9090909090909,2.44444444444444
"2006-2007",10.9333333333333,10,45.4545454545455,2.2
"2000-2001",10.5333333333333,11,50,2
"2008-2009",10.0666666666667,12,54.5454545454545,1.83333333333333
"2019-2020",9.86666666666667,13,59.0909090909091,1.69230769230769
"2017-2018",9.06666666666666,14,63.6363636363636,1.57142857142857
"2004-2005",8.33333333333333,15,68.1818181818182,1.46666666666667
"2012-2013",8.26666666666667,16,72.7272727272727,1.375
"2010-2011",8.2,17,77.2727272727273,1.29411764705882
"2021-2022",8.06666666666667,18,81.8181818181818,1.22222222222222
"2011-2012",7.86666666666667,19,86.3636363636364,1.15789473684211
"2016-2017",6.66666666666667,20,90.9090909090909,1.1
"2002-2003",6.06666666666667,21,95.4545454545455,1.04761904761905
