Years,x6_hr,rank,Probability,Frequency
"2019-2020",7.11666666666667,1,7.14285714285714,14
"2018-2019",4.31666666666667,2,14.2857142857143,7
"2017-2018",3.95,3,21.4285714285714,4.66666666666667
"2009-2010",2.96666666666667,4,28.5714285714286,3.5
"2013-2014",2.35,5,35.7142857142857,2.8
"2015-2016",2.31666666666667,6,42.8571428571429,2.33333333333333
"2010-2011",1.9,7,50,2
"2014-2015",1.53333333333333,8,57.1428571428571,1.75
"2016-2017",1.5,9,64.2857142857143,1.55555555555556
"2011-2012",1.05,10,71.4285714285714,1.4
"2020-2021",0.966666666666667,11,78.5714285714286,1.27272727272727
"2012-2013",0.6,12,85.7142857142857,1.16666666666667
"2021-2022",0.433333333333333,13,92.8571428571429,1.07692307692308
