Years,x4_5_hr,rank,Probability,Frequency
"2010-2011",12.1333333333333,1,6.66666666666667,15
"2009-2010",11.5333333333333,2,13.3333333333333,7.5
"2019-2020",11.0222222222222,3,20,5
"2020-2021",10.0888888888889,4,26.6666666666667,3.75
"2012-2013",9.86666666666667,5,33.3333333333333,3
"2021-2022",9.26666666666667,6,40,2.5
"2016-2017",8.8,7,46.6666666666667,2.14285714285714
"2008-2009",7.95555555555555,8,53.3333333333333,1.875
"2018-2019",7.88888888888889,9,60,1.66666666666667
"2017-2018",7.75555555555556,10,66.6666666666667,1.5
"2013-2014",7.08888888888889,11,73.3333333333333,1.36363636363636
"2015-2016",6.64444444444444,12,80,1.25
"2011-2012",6.24444444444444,13,86.6666666666667,1.15384615384615
"2014-2015",5.66666666666667,14,93.3333333333333,1.07142857142857
