Years,x6_hr,rank,Probability,Frequency
"2011-2012",8.35,1,5.55555555555556,18
"2005-2006",7.13333333333333,2,11.1111111111111,9
"2009-2010",6.76666666666667,3,16.6666666666667,6
"2010-2011",6.01666666666667,4,22.2222222222222,4.5
"2014-2015",5.16666666666667,5,27.7777777777778,3.6
"2019-2020",5.08333333333333,6,33.3333333333333,3
"2020-2021",4.65,7,38.8888888888889,2.57142857142857
"2006-2007",4.61666666666667,8,44.4444444444444,2.25
"2012-2013",4.53333333333333,9,50,2
"2017-2018",4.51666666666667,10,55.5555555555556,1.8
"2013-2014",4.38333333333333,11,61.1111111111111,1.63636363636364
"2016-2017",4.18333333333333,12,66.6666666666667,1.5
"2018-2019",4.11666666666667,13,72.2222222222222,1.38461538461538
"2021-2022",3.96666666666667,14,77.7777777777778,1.28571428571429
"2008-2009",3.91666666666667,15,83.3333333333333,1.2
"2015-2016",3.55,16,88.8888888888889,1.125
"2007-2008",3.3,17,94.4444444444444,1.05882352941176
