Years,x6_hr,rank,Probability,Frequency
"2015-2016",4.65,1,7.69230769230769,13
"2018-2019",3.8,2,15.3846153846154,6.5
"2019-2020",3.11666666666667,3,23.0769230769231,4.33333333333333
"2021-2022",2.83333333333333,4,30.7692307692308,3.25
"2013-2014",2.28333333333333,5,38.4615384615385,2.6
"2016-2017",2.06666666666667,6,46.1538461538462,2.16666666666667
"2014-2015",2.03333333333333,7,53.8461538461538,1.85714285714286
"2009-2010",1.68333333333333,8,61.5384615384615,1.625
"2010-2011",1.23333333333333,9,69.2307692307692,1.44444444444444
"2020-2021",0.85,10,76.9230769230769,1.3
"2017-2018",0.65,11,84.6153846153846,1.18181818181818
"2011-2012",0.0333333333333333,12,92.3076923076923,1.08333333333333
