Years,x3_5_hr,rank,Probability,Frequency
"2002-2003",7.2,1,6.25,16
"2005-2006",6.22857142857143,2,12.5,8
"2001-2002",5.82857142857143,3,18.75,5.33333333333333
"1993-1994",5.71428571428571,4,25,4
"1997-1998",5.71428571428571,5,31.25,3.2
"1995-1996",5.2,6,37.5,2.66666666666667
"1994-1995",4.82857142857143,7,43.75,2.28571428571429
"1996-1997",4.45714285714286,8,50,2
"2000-2001",4.25714285714286,9,56.25,1.77777777777778
"1998-1999",4.08571428571429,10,62.5,1.6
"2003-2004",4.05714285714286,11,68.75,1.45454545454545
"1999-2000",3.97142857142857,12,75,1.33333333333333
"2006-2007",3.37142857142857,13,81.25,1.23076923076923
"2007-2008",3.2,14,87.5,1.14285714285714
"2004-2005",2.8,15,93.75,1.06666666666667
