Years,x2_hr,rank,Probability,Frequency
"2020-2021",18.85,1,6.66666666666667,15
"2009-2010",17.65,2,13.3333333333333,7.5
"2019-2020",17,3,20,5
"2012-2013",16.55,4,26.6666666666667,3.75
"2010-2011",14.65,5,33.3333333333333,3
"2021-2022",14.5,6,40,2.5
"2016-2017",14,7,46.6666666666667,2.14285714285714
"2017-2018",13.95,8,53.3333333333333,1.875
"2008-2009",13.55,9,60,1.66666666666667
"2018-2019",11.9,10,66.6666666666667,1.5
"2013-2014",11.05,11,73.3333333333333,1.36363636363636
"2011-2012",10.45,12,80,1.25
"2014-2015",10.4,13,86.6666666666667,1.15384615384615
"2015-2016",9.9,14,93.3333333333333,1.07142857142857
