Years,x6_hr,rank,Probability,Frequency
"2014-2015",7.38333333333333,1,6.25,16
"2009-2010",7.06666666666667,2,12.5,8
"2021-2022",6.86666666666667,3,18.75,5.33333333333333
"2016-2017",6.63333333333333,4,25,4
"2010-2011",6.36666666666667,5,31.25,3.2
"2020-2021",5.85,6,37.5,2.66666666666667
"2012-2013",5.68333333333333,7,43.75,2.28571428571429
"2008-2009",5.3,8,50,2
"2013-2014",5.28333333333333,9,56.25,1.77777777777778
"2019-2020",5.23333333333333,10,62.5,1.6
"2011-2012",5.18333333333333,11,68.75,1.45454545454545
"2015-2016",5.13333333333333,12,75,1.33333333333333
"2018-2019",4.7,13,81.25,1.23076923076923
"2017-2018",4.06666666666667,14,87.5,1.14285714285714
"2007-2008",3.93333333333333,15,93.75,1.06666666666667
