Years,x3_hr,rank,Probability,Frequency
"2002-2003",14.3333333333333,1,4,25
"2005-2006",11.4666666666667,2,8,12.5
"2016-2017",11.4,3,12,8.33333333333333
"2019-2020",11.2333333333333,4,16,6.25
"2012-2013",11.2,5,20,5
"2006-2007",11.0333333333333,6,24,4.16666666666667
"2010-2011",10.3666666666667,7,28,3.57142857142857
"1999-2000",10.1,8,32,3.125
"2004-2005",9.73333333333333,9,36,2.77777777777778
"2021-2022",9.66666666666667,10,40,2.5
"2011-2012",9.53333333333333,11,44,2.27272727272727
"2003-2004",9.3,12,48,2.08333333333333
"2013-2014",9.26666666666667,13,52,1.92307692307692
"2015-2016",9.26666666666667,14,56,1.78571428571429
"2020-2021",9.2,15,60,1.66666666666667
"2001-2002",8.73333333333333,16,64,1.5625
"2014-2015",8.46666666666667,17,68,1.47058823529412
"2017-2018",8.23333333333333,18,72,1.38888888888889
"2018-2019",8.23333333333333,19,76,1.31578947368421
"2008-2009",7.46666666666667,20,80,1.25
"2009-2010",7.16666666666667,21,84,1.19047619047619
"2007-2008",7.06666666666667,22,88,1.13636363636364
"2000-2001",7,23,92,1.08695652173913
"1998-1999",6.9,24,96,1.04166666666667
