Years,x50_min,rank,Probability,Frequency
"2020-2021",11.16,1,5.88235294117647,17
"2014-2015",11.04,2,11.7647058823529,8.5
"2015-2016",9.96,3,17.6470588235294,5.66666666666667
"2006-2007",8.76,4,23.5294117647059,4.25
"2012-2013",7.2,5,29.4117647058824,3.4
"2008-2009",6.48,6,35.2941176470588,2.83333333333333
"2007-2008",6.48,7,41.1764705882353,2.42857142857143
"2013-2014",6.24,8,47.0588235294118,2.125
"2017-2018",5.4,9,52.9411764705882,1.88888888888889
"2009-2010",5.28,10,58.8235294117647,1.7
"2018-2019",5.16,11,64.7058823529412,1.54545454545455
"2019-2020",4.08,12,70.5882352941177,1.41666666666667
"2010-2011",3.72,13,76.4705882352941,1.30769230769231
"2011-2012",3,14,82.3529411764706,1.21428571428571
"2016-2017",2.88,15,88.2352941176471,1.13333333333333
"2021-2022",2.88,16,94.1176470588235,1.0625
