Years,x2_5_hr,rank,Probability,Frequency
"2019-2020",18.8,1,6.66666666666667,15
"2012-2013",15.48,2,13.3333333333333,7.5
"2014-2015",15.32,3,20,5
"2020-2021",13,4,26.6666666666667,3.75
"2021-2022",12.6,5,33.3333333333333,3
"2010-2011",12.44,6,40,2.5
"2017-2018",11.8,7,46.6666666666667,2.14285714285714
"2016-2017",10.52,8,53.3333333333333,1.875
"2018-2019",10.16,9,60,1.66666666666667
"2013-2014",9.76,10,66.6666666666667,1.5
"2015-2016",8.76,11,73.3333333333333,1.36363636363636
"2009-2010",8.4,12,80,1.25
"2011-2012",7.44,13,86.6666666666667,1.15384615384615
"2008-2009",7.24,14,93.3333333333333,1.07142857142857
