Years,x2_5_hr,rank,Probability,Frequency
"2015-2016",22,1,5.55555555555556,18
"2020-2021",19.48,2,11.1111111111111,9
"2008-2009",16.2,3,16.6666666666667,6
"2007-2008",12.88,4,22.2222222222222,4.5
"2019-2020",12.6,5,27.7777777777778,3.6
"2010-2011",12.36,6,33.3333333333333,3
"2017-2018",9.44,7,38.8888888888889,2.57142857142857
"2011-2012",9.08,8,44.4444444444444,2.25
"2012-2013",9.08,9,50,2
"2014-2015",8.44,10,55.5555555555556,1.8
"2016-2017",8.32,11,61.1111111111111,1.63636363636364
"2018-2019",7.96,12,66.6666666666667,1.5
"2009-2010",7.72,13,72.2222222222222,1.38461538461538
"2005-2006",7.56,14,77.7777777777778,1.28571428571429
"2006-2007",7.48,15,83.3333333333333,1.2
"2013-2014",5.6,16,88.8888888888889,1.125
"2021-2022",5.2,17,94.4444444444444,1.05882352941176
