Years,x2_5_hr,rank,Probability,Frequency
"2007-2008",15.72,1,3.57142857142857,28
"2020-2021",12.48,2,7.14285714285714,14
"2013-2014",11.52,3,10.7142857142857,9.33333333333333
"2010-2011",11.2,4,14.2857142857143,7
"2019-2020",10.84,5,17.8571428571429,5.6
"1997-1998",10.8,6,21.4285714285714,4.66666666666667
"2000-2001",10.36,7,25,4
"2006-2007",10.28,8,28.5714285714286,3.5
"2002-2003",9.36,9,32.1428571428571,3.11111111111111
"2016-2017",9.36,10,35.7142857142857,2.8
"2005-2006",9.24,11,39.2857142857143,2.54545454545455
"2001-2002",9.12,12,42.8571428571429,2.33333333333333
"2003-2004",8.96,13,46.4285714285714,2.15384615384615
"2012-2013",7.8,14,50,2
"2015-2016",7.76,15,53.5714285714286,1.86666666666667
"2011-2012",7.68,16,57.1428571428571,1.75
"2004-2005",7.28,17,60.7142857142857,1.64705882352941
"2014-2015",7.12,18,64.2857142857143,1.55555555555556
"1996-1997",6.92,19,67.8571428571429,1.47368421052632
"2018-2019",6.72,20,71.4285714285714,1.4
"2009-2010",6.4,21,75,1.33333333333333
"2021-2022",6.4,22,78.5714285714286,1.27272727272727
"2017-2018",6.4,23,82.1428571428571,1.21739130434783
"2008-2009",6.08,24,85.7142857142857,1.16666666666667
"1999-2000",3.76,25,89.2857142857143,1.12
"1995-1996",2.88,26,92.8571428571429,1.07692307692308
"1998-1999",0.68,27,96.4285714285714,1.03703703703704
