Years,x1_hr,rank,Probability,Frequency
"2001-2002",25.8,1,4.54545454545455,22
"2015-2016",21.8,2,9.09090909090909,11
"2016-2017",20.3,3,13.6363636363636,7.33333333333333
"2006-2007",19.1,4,18.1818181818182,5.5
"2009-2010",17.6,5,22.7272727272727,4.4
"2002-2003",16.3,6,27.2727272727273,3.66666666666667
"2017-2018",16,7,31.8181818181818,3.14285714285714
"2012-2013",16,8,36.3636363636364,2.75
"2019-2020",14.4,9,40.9090909090909,2.44444444444444
"2004-2005",12.6,10,45.4545454545455,2.2
"2018-2019",12.2,11,50,2
"2010-2011",12.2,12,54.5454545454545,1.83333333333333
"2011-2012",11.9,13,59.0909090909091,1.69230769230769
"2021-2022",11.5,14,63.6363636363636,1.57142857142857
"2005-2006",11.4,15,68.1818181818182,1.46666666666667
"2008-2009",10.5,16,72.7272727272727,1.375
"2014-2015",10,17,77.2727272727273,1.29411764705882
"2020-2021",9.7,18,81.8181818181818,1.22222222222222
"2007-2008",9.4,19,86.3636363636364,1.15789473684211
"2013-2014",9.1,20,90.9090909090909,1.1
"2003-2004",8.7,21,95.4545454545455,1.04761904761905
