Years,x3_5_hr,rank,Probability,Frequency
"2005-2006",14.8571428571429,1,4.76190476190476,21
"2009-2010",13.6,2,9.52380952380952,10.5
"2016-2017",13.1428571428571,3,14.2857142857143,7
"2014-2015",12.8,4,19.047619047619,5.25
"2021-2022",12.0571428571429,5,23.8095238095238,4.2
"2018-2019",11.1714285714286,6,28.5714285714286,3.5
"2013-2014",10.7714285714286,7,33.3333333333333,3
"2012-2013",10.6285714285714,8,38.0952380952381,2.625
"2004-2005",9.85714285714286,9,42.8571428571429,2.33333333333333
"2006-2007",9.51428571428571,10,47.6190476190476,2.1
"2019-2020",8.6,11,52.3809523809524,1.90909090909091
"2020-2021",8.28571428571429,12,57.1428571428571,1.75
"2003-2004",7.74285714285714,13,61.9047619047619,1.61538461538462
"2010-2011",7.6,14,66.6666666666667,1.5
"2015-2016",7.31428571428571,15,71.4285714285714,1.4
"2007-2008",7.28571428571429,16,76.1904761904762,1.3125
"2008-2009",6.91428571428571,17,80.9523809523809,1.23529411764706
"2011-2012",6.54285714285714,18,85.7142857142857,1.16666666666667
"2017-2018",5.94285714285714,19,90.4761904761905,1.10526315789474
"2002-2003",4.8,20,95.2380952380952,1.05
