Years,x2_hr,rank,Probability,Frequency
"2004-2005",21.05,1,4,25
"2008-2009",10.8,2,8,12.5
"2013-2014",10.55,3,12,8.33333333333333
"2020-2021",7.85,4,16,6.25
"2015-2016",5.75,5,20,5
"2016-2017",5.7,6,24,4.16666666666667
"2019-2020",5.7,7,28,3.57142857142857
"2000-2001",4.7,8,32,3.125
"2017-2018",4.6,9,36,2.77777777777778
"1998-1999",4.4,10,40,2.5
"2001-2002",4,11,44,2.27272727272727
"2010-2011",3.5,12,48,2.08333333333333
"2003-2004",3.4,13,52,1.92307692307692
"2009-2010",3.35,14,56,1.78571428571429
"2012-2013",3.3,15,60,1.66666666666667
"2005-2006",2.8,16,64,1.5625
"2018-2019",2.8,17,68,1.47058823529412
"2006-2007",2.75,18,72,1.38888888888889
"2021-2022",2.55,19,76,1.31578947368421
"2014-2015",2.3,20,80,1.25
"2007-2008",1.8,21,84,1.19047619047619
"2011-2012",1.65,22,88,1.13636363636364
"2002-2003",1.6,23,92,1.08695652173913
"1999-2000",1.25,24,96,1.04166666666667
