Years,x4_hr,rank,Probability,Frequency
"2020-2021",18.775,1,3.84615384615385,26
"1999-2000",14.425,2,7.69230769230769,13
"2002-2003",12.2,3,11.5384615384615,8.66666666666667
"2021-2022",11.425,4,15.3846153846154,6.5
"2009-2010",11,5,19.2307692307692,5.2
"2001-2002",10.875,6,23.0769230769231,4.33333333333333
"2014-2015",10.775,7,26.9230769230769,3.71428571428571
"1994-1995",10.45,8,30.7692307692308,3.25
"2012-2013",9.775,9,34.6153846153846,2.88888888888889
"2019-2020",9.75,10,38.4615384615385,2.6
"2010-2011",9.3,11,42.3076923076923,2.36363636363636
"2004-2005",9.125,12,46.1538461538462,2.16666666666667
"2006-2007",9.125,13,50,2
"2008-2009",8.775,14,53.8461538461538,1.85714285714286
"2007-2008",8.425,15,57.6923076923077,1.73333333333333
"2018-2019",8.225,16,61.5384615384615,1.625
"2013-2014",7.9,17,65.3846153846154,1.52941176470588
"2016-2017",7.8,18,69.2307692307692,1.44444444444444
"2015-2016",7.475,19,73.0769230769231,1.36842105263158
"2011-2012",7.275,20,76.9230769230769,1.3
"2000-2001",6.875,21,80.7692307692308,1.23809523809524
"2005-2006",5.725,22,84.6153846153846,1.18181818181818
"2017-2018",5.175,23,88.4615384615385,1.1304347826087
"2003-2004",5.05,24,92.3076923076923,1.08333333333333
"1993-1994",4.275,25,96.1538461538462,1.04
