Years,x20_min,rank,Probability,Frequency
"2019-2020",51.3,1,3.2258064516129,31
"2015-2016",41.7,2,6.45161290322581,15.5
"2009-2010",40.8,3,9.67741935483871,10.3333333333333
"2018-2019",39,4,12.9032258064516,7.75
"2006-2007",38.4,5,16.1290322580645,6.2
"2000-2001",37.2,6,19.3548387096774,5.16666666666667
"1999-2000",36.6,7,22.5806451612903,4.42857142857143
"2017-2018",36.6,8,25.8064516129032,3.875
"2010-2011",35.7,9,29.0322580645161,3.44444444444444
"1996-1997",34.2,10,32.258064516129,3.1
"2014-2015",32.1,11,35.4838709677419,2.81818181818182
"2001-2002",30.9,12,38.7096774193548,2.58333333333333
"2008-2009",30.9,13,41.9354838709677,2.38461538461538
"2004-2005",28.5,14,45.1612903225806,2.21428571428571
"2012-2013",26.4,15,48.3870967741936,2.06666666666667
"2021-2022",25.8,16,51.6129032258064,1.9375
"2016-2017",25.2,17,54.8387096774194,1.82352941176471
"2020-2021",24.6,18,58.0645161290323,1.72222222222222
"1993-1994",23.4,19,61.2903225806452,1.63157894736842
"2013-2014",23.1,20,64.5161290322581,1.55
"1995-1996",22.5,21,67.741935483871,1.47619047619048
"1997-1998",22.2,22,70.9677419354839,1.40909090909091
"2005-2006",21.3,23,74.1935483870968,1.34782608695652
"2007-2008",21.3,24,77.4193548387097,1.29166666666667
"2002-2003",21,25,80.6451612903226,1.24
"2003-2004",20.7,26,83.8709677419355,1.19230769230769
"2011-2012",19.8,27,87.0967741935484,1.14814814814815
"1992-1993",17.1,28,90.3225806451613,1.10714285714286
"1998-1999",15.9,29,93.5483870967742,1.06896551724138
"1994-1995",15.75,30,96.7741935483871,1.03333333333333
