Years,x50_min,rank,Probability,Frequency
"2015-2016",32.52,1,6.66666666666667,15
"2019-2020",24,2,13.3333333333333,7.5
"2017-2018",23.28,3,20,5
"2021-2022",22.92,4,26.6666666666667,3.75
"2007-2008",19.08,5,33.3333333333333,3
"2009-2010",17.76,6,40,2.5
"2012-2013",17.16,7,46.6666666666667,2.14285714285714
"2018-2019",17.04,8,53.3333333333333,1.875
"2013-2014",16.68,9,60,1.66666666666667
"2014-2015",16.44,10,66.6666666666667,1.5
"2008-2009",12.48,11,73.3333333333333,1.36363636363636
"2016-2017",11.04,12,80,1.25
"2020-2021",10.08,13,86.6666666666667,1.15384615384615
"2010-2011",9.48,14,93.3333333333333,1.07142857142857
