Years,x3_5_hr,rank,Probability,Frequency
"2018-2019",19.2571428571429,1,5,20
"2017-2018",18.3142857142857,2,10,10
"2015-2016",12.4285714285714,3,15,6.66666666666667
"2006-2007",10.6,4,20,5
"2008-2009",9.14285714285714,5,25,4
"2020-2021",7.91428571428571,6,30,3.33333333333333
"2019-2020",7.22857142857143,7,35,2.85714285714286
"2014-2015",6.94285714285714,8,40,2.5
"2004-2005",6.88571428571429,9,45,2.22222222222222
"2012-2013",6.57142857142857,10,50,2
"2021-2022",6.31428571428571,11,55,1.81818181818182
"2011-2012",6.31428571428571,12,60,1.66666666666667
"2009-2010",6.02857142857143,13,65,1.53846153846154
"2013-2014",5.54285714285714,14,70,1.42857142857143
"2003-2004",5.14285714285714,15,75,1.33333333333333
"2016-2017",5.11428571428571,16,80,1.25
"2005-2006",5.05714285714286,17,85,1.17647058823529
"2007-2008",4.82857142857143,18,90,1.11111111111111
"2010-2011",4.28571428571429,19,95,1.05263157894737
