Years,x2_5_hr,rank,Probability,Frequency
"2004-2005",16.84,1,4,25
"2013-2014",10.84,2,8,12.5
"2008-2009",8.84,3,12,8.33333333333333
"2020-2021",6.28,4,16,6.25
"2016-2017",5,5,20,5
"2019-2020",4.68,6,24,4.16666666666667
"2015-2016",4.6,7,28,3.57142857142857
"2000-2001",4.12,8,32,3.125
"2017-2018",3.96,9,36,2.77777777777778
"1998-1999",3.64,10,40,2.5
"2001-2002",3.24,11,44,2.27272727272727
"2010-2011",3.04,12,48,2.08333333333333
"2003-2004",2.84,13,52,1.92307692307692
"2009-2010",2.68,14,56,1.78571428571429
"2012-2013",2.64,15,60,1.66666666666667
"2014-2015",2.32,16,64,1.5625
"2005-2006",2.24,17,68,1.47058823529412
"2018-2019",2.24,18,72,1.38888888888889
"2006-2007",2.2,19,76,1.31578947368421
"2021-2022",2.04,20,80,1.25
"2002-2003",1.48,21,84,1.19047619047619
"2007-2008",1.44,22,88,1.13636363636364
"2011-2012",1.32,23,92,1.08695652173913
"1999-2000",1.16,24,96,1.04166666666667
