Years,x40_min,rank,Probability,Frequency
"2019-2020",43.05,1,3.7037037037037,27
"2006-2007",33,2,7.40740740740741,13.5
"2015-2016",30,3,11.1111111111111,9
"2014-2015",26.4,4,14.8148148148148,6.75
"2008-2009",22.65,5,18.5185185185185,5.4
"1996-1997",20.85,6,22.2222222222222,4.5
"2009-2010",18.45,7,25.9259259259259,3.85714285714286
"2013-2014",16.65,8,29.6296296296296,3.375
"2004-2005",15.6,9,33.3333333333333,3
"2005-2006",15,10,37.037037037037,2.7
"2012-2013",13.65,11,40.7407407407407,2.45454545454545
"1997-1998",13.65,12,44.4444444444444,2.25
"1999-2000",13.65,13,48.1481481481481,2.07692307692308
"2018-2019",12.9,14,51.8518518518518,1.92857142857143
"1998-1999",12.3,15,55.5555555555556,1.8
"2002-2003",12,16,59.2592592592593,1.6875
"2003-2004",12,17,62.962962962963,1.58823529411765
"2020-2021",11.85,18,66.6666666666667,1.5
"2000-2001",11.7,19,70.3703703703704,1.42105263157895
"2021-2022",11.25,20,74.0740740740741,1.35
"2017-2018",10.5,21,77.7777777777778,1.28571428571429
"2011-2012",10.35,22,81.4814814814815,1.22727272727273
"2001-2002",10.2,23,85.1851851851852,1.17391304347826
"2010-2011",7.65,24,88.8888888888889,1.125
"2007-2008",7.5,25,92.5925925925926,1.08
"2016-2017",7.35,26,96.2962962962963,1.03846153846154
