Years,x4_5_hr,rank,Probability,Frequency
"2006-2007",8.4,1,5,20
"2009-2010",6.62222222222222,2,10,10
"2012-2013",4.26666666666667,3,15,6.66666666666667
"2008-2009",4.17777777777778,4,20,5
"2019-2020",3.88888888888889,5,25,4
"2021-2022",3.57777777777778,6,30,3.33333333333333
"2015-2016",3.06666666666667,7,35,2.85714285714286
"2011-2012",2.8,8,40,2.5
"2013-2014",2.71111111111111,9,45,2.22222222222222
"2003-2004",2.53333333333333,10,50,2
"2018-2019",2.44444444444444,11,55,1.81818181818182
"2014-2015",2.42222222222222,12,60,1.66666666666667
"2005-2006",2.37777777777778,13,65,1.53846153846154
"2007-2008",2.24444444444444,14,70,1.42857142857143
"2017-2018",2.13333333333333,15,75,1.33333333333333
"2004-2005",2.02222222222222,16,80,1.25
"2016-2017",1.53333333333333,17,85,1.17647058823529
"2010-2011",1.51111111111111,18,90,1.11111111111111
"2020-2021",1.31111111111111,19,95,1.05263157894737
