Years,x1_hr,rank,Probability,Frequency
"1994-1995",31,1,3.125,32
"2015-2016",30.2,2,6.25,16
"2004-2005",17.9,3,9.375,10.6666666666667
"2002-2003",15.5,4,12.5,8
"2005-2006",15,5,15.625,6.4
"2013-2014",13.6,6,18.75,5.33333333333333
"1997-1998",13,7,21.875,4.57142857142857
"2006-2007",12.3,8,25,4
"2017-2018",11.8,9,28.125,3.55555555555556
"2014-2015",10.7,10,31.25,3.2
"2010-2011",9.6,11,34.375,2.90909090909091
"2007-2008",9.6,12,37.5,2.66666666666667
"2016-2017",9.3,13,40.625,2.46153846153846
"2011-2012",8.1,14,43.75,2.28571428571429
"1992-1993",8,15,46.875,2.13333333333333
"2000-2001",7.8,16,50,2
"2003-2004",7.6,17,53.125,1.88235294117647
"2020-2021",7.6,18,56.25,1.77777777777778
"2001-2002",7.1,19,59.375,1.68421052631579
"2008-2009",7.1,20,62.5,1.6
"1995-1996",7,21,65.625,1.52380952380952
"1996-1997",7,22,68.75,1.45454545454545
"2019-2020",7,23,71.875,1.39130434782609
"2012-2013",6.4,24,75,1.33333333333333
"2009-2010",6.2,25,78.125,1.28
"2018-2019",5.7,26,81.25,1.23076923076923
"1993-1994",5,27,84.375,1.18518518518519
"2021-2022",5,28,87.5,1.14285714285714
"1999-2000",4.2,29,90.625,1.10344827586207
"1998-1999",4,30,93.75,1.06666666666667
"1991-1992",1.068,31,96.875,1.03225806451613
