Years,x1_hr,rank,Probability,Frequency
"2021-2022",40.5,1,4.76190476190476,21
"2013-2014",27.6,2,9.52380952380952,10.5
"2006-2007",25.1,3,14.2857142857143,7
"2004-2005",24.5,4,19.047619047619,5.25
"2016-2017",22.9,5,23.8095238095238,4.2
"2005-2006",22.8,6,28.5714285714286,3.5
"2014-2015",22.7,7,33.3333333333333,3
"2009-2010",21.7,8,38.0952380952381,2.625
"2018-2019",21.1,9,42.8571428571429,2.33333333333333
"2020-2021",19.9,10,47.6190476190476,2.1
"2012-2013",19.2,11,52.3809523809524,1.90909090909091
"2019-2020",18.1,12,57.1428571428571,1.75
"2015-2016",17.6,13,61.9047619047619,1.61538461538462
"2007-2008",16.5,14,66.6666666666667,1.5
"2010-2011",15,15,71.4285714285714,1.4
"2017-2018",15,16,76.1904761904762,1.3125
"2011-2012",12.3,17,80.9523809523809,1.23529411764706
"2008-2009",11.7,18,85.7142857142857,1.16666666666667
"2002-2003",11.6,19,90.4761904761905,1.10526315789474
"2003-2004",11.4,20,95.2380952380952,1.05
