Years,x1_5_hr,rank,Probability,Frequency
"2006-2007",18.2666666666667,1,5,20
"2009-2010",17.4666666666667,2,10,10
"2011-2012",8.4,3,15,6.66666666666667
"2021-2022",7.53333333333333,4,20,5
"2008-2009",7.33333333333333,5,25,4
"2018-2019",7.33333333333333,6,30,3.33333333333333
"2012-2013",6.33333333333333,7,35,2.85714285714286
"2007-2008",5.4,8,40,2.5
"2019-2020",5.33333333333333,9,45,2.22222222222222
"2015-2016",4.86666666666667,10,50,2
"2003-2004",4.66666666666667,11,55,1.81818181818182
"2017-2018",4.66666666666667,12,60,1.66666666666667
"2013-2014",4.53333333333333,13,65,1.53846153846154
"2005-2006",4.06666666666667,14,70,1.42857142857143
"2020-2021",3.93333333333333,15,75,1.33333333333333
"2014-2015",3.93333333333333,16,80,1.25
"2004-2005",3.46666666666667,17,85,1.17647058823529
"2016-2017",3.13333333333333,18,90,1.11111111111111
"2010-2011",2.86666666666667,19,95,1.05263157894737
