Years,x1_hr,rank,Probability,Frequency
"2009-2010",25.6,1,6.66666666666667,15
"2015-2016",18.1,2,13.3333333333333,7.5
"2013-2014",13.3,3,20,5
"2008-2009",9.7,4,26.6666666666667,3.75
"2014-2015",9.7,5,33.3333333333333,3
"2019-2020",9.1,6,40,2.5
"2017-2018",7.6,7,46.6666666666667,2.14285714285714
"2021-2022",7,8,53.3333333333333,1.875
"2018-2019",6.6,9,60,1.66666666666667
"2011-2012",5.1,10,66.6666666666667,1.5
"2012-2013",4.5,11,73.3333333333333,1.36363636363636
"2016-2017",4.2,12,80,1.25
"2010-2011",3,13,86.6666666666667,1.15384615384615
"2020-2021",2.2,14,93.3333333333333,1.07142857142857
