Years,x10_min,rank,Probability,Frequency
"2000-2001",86.4,1,3.57142857142857,28
"2020-2021",76.8,2,7.14285714285714,14
"1997-1998",73.8,3,10.7142857142857,9.33333333333333
"2007-2008",73.2,4,14.2857142857143,7
"2006-2007",70.2,5,17.8571428571429,5.6
"2014-2015",59.4,6,21.4285714285714,4.66666666666667
"2011-2012",54,7,25,4
"2001-2002",47.4,8,28.5714285714286,3.5
"2016-2017",42,9,32.1428571428571,3.11111111111111
"2005-2006",39.6,10,35.7142857142857,2.8
"2015-2016",38.4,11,39.2857142857143,2.54545454545455
"2018-2019",38.4,12,42.8571428571429,2.33333333333333
"2013-2014",37.2,13,46.4285714285714,2.15384615384615
"2012-2013",36.6,14,50,2
"2019-2020",35.4,15,53.5714285714286,1.86666666666667
"2003-2004",34.8,16,57.1428571428571,1.75
"2009-2010",34.2,17,60.7142857142857,1.64705882352941
"2010-2011",33,18,64.2857142857143,1.55555555555556
"2017-2018",33,19,67.8571428571429,1.47368421052632
"2021-2022",32.4,20,71.4285714285714,1.4
"2008-2009",31.8,21,75,1.33333333333333
"1996-1997",30,22,78.5714285714286,1.27272727272727
"2002-2003",29.4,23,82.1428571428571,1.21739130434783
"1995-1996",27.6,24,85.7142857142857,1.16666666666667
"2004-2005",25.2,25,89.2857142857143,1.12
"1999-2000",17.4,26,92.8571428571429,1.07692307692308
"1998-1999",4.2,27,96.4285714285714,1.03703703703704
