Years,x4_hr,rank,Probability,Frequency
"2008-2009",11.225,1,4.76190476190476,21
"2005-2006",9.175,2,9.52380952380952,10.5
"2004-2005",6.675,3,14.2857142857143,7
"2021-2022",6.425,4,19.047619047619,5.25
"2016-2017",6.325,5,23.8095238095238,4.2
"2011-2012",6.1,6,28.5714285714286,3.5
"2007-2008",6.1,7,33.3333333333333,3
"2002-2003",6.05,8,38.0952380952381,2.625
"2010-2011",5.625,9,42.8571428571429,2.33333333333333
"2018-2019",5.425,10,47.6190476190476,2.1
"2017-2018",5.175,11,52.3809523809524,1.90909090909091
"2003-2004",5.15,12,57.1428571428571,1.75
"2020-2021",5.075,13,61.9047619047619,1.61538461538462
"2009-2010",4.875,14,66.6666666666667,1.5
"2012-2013",4.7,15,71.4285714285714,1.4
"2019-2020",4.575,16,76.1904761904762,1.3125
"2006-2007",4.45,17,80.9523809523809,1.23529411764706
"2013-2014",4.1,18,85.7142857142857,1.16666666666667
"2014-2015",3.9,19,90.4761904761905,1.10526315789474
"2015-2016",3.675,20,95.2380952380952,1.05
