Years,x4_hr,rank,Probability,Frequency
"2019-2020",5.825,1,6.66666666666667,15
"2016-2017",5.725,2,13.3333333333333,7.5
"2013-2014",4.525,3,20,5
"2009-2010",4.45,4,26.6666666666667,3.75
"2015-2016",3.2,5,33.3333333333333,3
"2018-2019",2.525,6,40,2.5
"2021-2022",2,7,46.6666666666667,2.14285714285714
"2017-2018",1.85,8,53.3333333333333,1.875
"2014-2015",1.45,9,60,1.66666666666667
"2020-2021",1.075,10,66.6666666666667,1.5
"2007-2008",1.025,11,73.3333333333333,1.36363636363636
"2012-2013",0.825,12,80,1.25
"2010-2011",0.375,13,86.6666666666667,1.15384615384615
"2008-2009",0.275,14,93.3333333333333,1.07142857142857
