Years,x50_min,rank,Probability,Frequency
"2013-2014",32.52,1,4.16666666666667,24
"2000-2001",30.72,2,8.33333333333333,12
"2008-2009",22.08,3,12.5,8
"2014-2015",19.68,4,16.6666666666667,6
"2019-2020",19.44,5,20.8333333333333,4.8
"2004-2005",18.48,6,25,4
"2015-2016",18.48,7,29.1666666666667,3.42857142857143
"2011-2012",16.44,8,33.3333333333333,3
"2018-2019",14.04,9,37.5,2.66666666666667
"2009-2010",13.08,10,41.6666666666667,2.4
"2017-2018",12.84,11,45.8333333333333,2.18181818181818
"2021-2022",12.84,12,50,2
"2007-2008",11.04,13,54.1666666666667,1.84615384615385
"2016-2017",10.68,14,58.3333333333333,1.71428571428571
"2010-2011",10.32,15,62.5,1.6
"2002-2003",9.84,16,66.6666666666667,1.5
"2003-2004",9.6,17,70.8333333333333,1.41176470588235
"2005-2006",9.48,18,75,1.33333333333333
"2020-2021",9.24,19,79.1666666666667,1.26315789473684
"2012-2013",8.16,20,83.3333333333333,1.2
"2001-2002",7.92,21,87.5,1.14285714285714
"1999-2000",6.48,22,91.6666666666667,1.09090909090909
"2006-2007",5.64,23,95.8333333333333,1.04347826086957
