Years,x6_hr,rank,Probability,Frequency
"2014-2015",8.43333333333333,1,4.16666666666667,24
"2000-2001",7.8,2,8.33333333333333,12
"2013-2014",7.76666666666667,3,12.5,8
"2010-2011",7.73333333333333,4,16.6666666666667,6
"2009-2010",7.71666666666667,5,20.8333333333333,4.8
"2005-2006",7.45,6,25,4
"2020-2021",7.35,7,29.1666666666667,3.42857142857143
"2006-2007",6.88333333333333,8,33.3333333333333,3
"2018-2019",6.35,9,37.5,2.66666666666667
"2011-2012",5.98333333333333,10,41.6666666666667,2.4
"2007-2008",5.7,11,45.8333333333333,2.18181818181818
"2021-2022",5.68333333333333,12,50,2
"2001-2002",5.56666666666667,13,54.1666666666667,1.84615384615385
"1999-2000",5.53333333333333,14,58.3333333333333,1.71428571428571
"2004-2005",5.53333333333333,15,62.5,1.6
"2015-2016",5.46666666666667,16,66.6666666666667,1.5
"2012-2013",5.23333333333333,17,70.8333333333333,1.41176470588235
"2019-2020",4.68333333333333,18,75,1.33333333333333
"2017-2018",4.66666666666667,19,79.1666666666667,1.26315789473684
"2002-2003",4,20,83.3333333333333,1.2
"2008-2009",3.91666666666667,21,87.5,1.14285714285714
"2003-2004",3.51666666666667,22,91.6666666666667,1.09090909090909
"2016-2017",2.76666666666667,23,95.8333333333333,1.04347826086957
