Years,x2_5_hr,rank,Probability,Frequency
"2005-2006",30.08,1,3.2258064516129,31
"2001-2002",23.8,2,6.45161290322581,15.5
"2017-2018",23.6,3,9.67741935483871,10.3333333333333
"1997-1998",19.04,4,12.9032258064516,7.75
"2014-2015",18.2,5,16.1290322580645,6.2
"2019-2020",17.44,6,19.3548387096774,5.16666666666667
"2021-2022",16.72,7,22.5806451612903,4.42857142857143
"2016-2017",16.64,8,25.8064516129032,3.875
"1992-1993",16.5,9,29.0322580645161,3.44444444444444
"1996-1997",16.16,10,32.258064516129,3.1
"1998-1999",15.32,11,35.4838709677419,2.81818181818182
"2015-2016",14.8,12,38.7096774193548,2.58333333333333
"2003-2004",14.36,13,41.9354838709677,2.38461538461538
"2020-2021",14.32,14,45.1612903225806,2.21428571428571
"2010-2011",13.12,15,48.3870967741936,2.06666666666667
"2002-2003",12.92,16,51.6129032258064,1.9375
"2009-2010",11.96,17,54.8387096774194,1.82352941176471
"2007-2008",11.36,18,58.0645161290323,1.72222222222222
"2012-2013",11.36,19,61.2903225806452,1.63157894736842
"2004-2005",9.64,20,64.5161290322581,1.55
"2018-2019",9.04,21,67.741935483871,1.47619047619048
"2011-2012",8.96,22,70.9677419354839,1.40909090909091
"1993-1994",8.8,23,74.1935483870968,1.34782608695652
"1990-1991",8.6168,24,77.4193548387097,1.29166666666667
"2013-2014",8.24,25,80.6451612903226,1.24
"1991-1992",8,26,83.8709677419355,1.19230769230769
"2000-2001",7.72,27,87.0967741935484,1.14814814814815
"2008-2009",7.64,28,90.3225806451613,1.10714285714286
"2006-2007",7.52,29,93.5483870967742,1.06896551724138
"1995-1996",5.6,30,96.7741935483871,1.03333333333333
