Years,x1_hr,rank,Probability,Frequency
"2009-2010",28.3,1,4.16666666666667,24
"2017-2018",26.4,2,8.33333333333333,12
"2013-2014",23.1,3,12.5,8
"2014-2015",22.4,4,16.6666666666667,6
"2000-2001",22.3,5,20.8333333333333,4.8
"2007-2008",20,6,25,4
"2018-2019",17.7,7,29.1666666666667,3.42857142857143
"2004-2005",16.9,8,33.3333333333333,3
"2010-2011",16.6,9,37.5,2.66666666666667
"2020-2021",16.1,10,41.6666666666667,2.4
"2005-2006",14.3,11,45.8333333333333,2.18181818181818
"2006-2007",13.9,12,50,2
"2001-2002",13.7,13,54.1666666666667,1.84615384615385
"2019-2020",13.1,14,58.3333333333333,1.71428571428571
"2016-2017",12,15,62.5,1.6
"1999-2000",12,16,66.6666666666667,1.5
"2011-2012",12,17,70.8333333333333,1.41176470588235
"2008-2009",11.9,18,75,1.33333333333333
"2012-2013",11.4,19,79.1666666666667,1.26315789473684
"2021-2022",11.3,20,83.3333333333333,1.2
"2015-2016",11.2,21,87.5,1.14285714285714
"2002-2003",10.7,22,91.6666666666667,1.09090909090909
"2003-2004",8.4,23,95.8333333333333,1.04347826086957
