Years,x3_5_hr,rank,Probability,Frequency
"2010-2011",13.6,1,6.66666666666667,15
"2009-2010",13.4857142857143,2,13.3333333333333,7.5
"2019-2020",12.6857142857143,3,20,5
"2012-2013",12.6285714285714,4,26.6666666666667,3.75
"2020-2021",12.3714285714286,5,33.3333333333333,3
"2021-2022",11.1714285714286,6,40,2.5
"2016-2017",10.3714285714286,7,46.6666666666667,2.14285714285714
"2017-2018",9.08571428571429,8,53.3333333333333,1.875
"2008-2009",9.02857142857143,9,60,1.66666666666667
"2018-2019",9.02857142857143,10,66.6666666666667,1.5
"2015-2016",8.2,11,73.3333333333333,1.36363636363636
"2013-2014",7.77142857142857,12,80,1.25
"2011-2012",7.71428571428571,13,86.6666666666667,1.15384615384615
"2014-2015",6.37142857142857,14,93.3333333333333,1.07142857142857
