Years,x1_5_hr,rank,Probability,Frequency
"2011-2012",32.5333333333333,1,8.33333333333333,12
"2020-2021",31.6666666666667,2,16.6666666666667,6
"2014-2015",26.6666666666667,3,25,4
"2018-2019",26.0666666666667,4,33.3333333333333,3
"2017-2018",23.0666666666667,5,41.6666666666667,2.4
"2019-2020",20.3333333333333,6,50,2
"2016-2017",18.8666666666667,7,58.3333333333333,1.71428571428571
"2015-2016",17.4666666666667,8,66.6666666666667,1.5
"2021-2022",15.9333333333333,9,75,1.33333333333333
"2013-2014",13.7333333333333,10,83.3333333333333,1.2
"2012-2013",12,11,91.6666666666667,1.09090909090909
