Years,x3_hr,rank,Probability,Frequency
"2014-2015",13.3,1,5.88235294117647,17
"2010-2011",9.13333333333333,2,11.7647058823529,8.5
"2013-2014",9.06666666666667,3,17.6470588235294,5.66666666666667
"2020-2021",9,4,23.5294117647059,4.25
"2008-2009",8.5,5,29.4117647058824,3.4
"2005-2006",8.46666666666667,6,35.2941176470588,2.83333333333333
"2016-2017",8.26666666666667,7,41.1764705882353,2.42857142857143
"2011-2012",8.16666666666667,8,47.0588235294118,2.125
"2015-2016",8.1,9,52.9411764705882,1.88888888888889
"2017-2018",8.1,10,58.8235294117647,1.7
"2004-2005",7.96666666666667,11,64.7058823529412,1.54545454545455
"2003-2004",7.86666666666667,12,70.5882352941177,1.41666666666667
"2007-2008",7.83333333333333,13,76.4705882352941,1.30769230769231
"2009-2010",7.53333333333333,14,82.3529411764706,1.21428571428571
"2012-2013",6.63333333333333,15,88.2352941176471,1.13333333333333
"2021-2022",5.2,16,94.1176470588235,1.0625
