Years,x3_5_hr,rank,Probability,Frequency
"2020-2021",21.0285714285714,1,3.84615384615385,26
"1999-2000",16.1428571428571,2,7.69230769230769,13
"2002-2003",12.9428571428571,3,11.5384615384615,8.66666666666667
"2001-2002",11.9428571428571,4,15.3846153846154,6.5
"2014-2015",11.9428571428571,5,19.2307692307692,5.2
"2009-2010",11.9142857142857,6,23.0769230769231,4.33333333333333
"2021-2022",11.6857142857143,7,26.9230769230769,3.71428571428571
"2019-2020",10.9142857142857,8,30.7692307692308,3.25
"1994-1995",10.8857142857143,9,34.6153846153846,2.88888888888889
"2012-2013",10.8,10,38.4615384615385,2.6
"2006-2007",10.2285714285714,11,42.3076923076923,2.36363636363636
"2008-2009",10,12,46.1538461538462,2.16666666666667
"2010-2011",9.8,13,50,2
"2013-2014",8.68571428571429,14,53.8461538461538,1.85714285714286
"2007-2008",8.51428571428571,15,57.6923076923077,1.73333333333333
"2015-2016",8.51428571428571,16,61.5384615384615,1.625
"2004-2005",8.37142857142857,17,65.3846153846154,1.52941176470588
"2018-2019",8.37142857142857,18,69.2307692307692,1.44444444444444
"2016-2017",8.22857142857143,19,73.0769230769231,1.36842105263158
"2011-2012",8.02857142857143,20,76.9230769230769,1.3
"2000-2001",7.62857142857143,21,80.7692307692308,1.23809523809524
"2005-2006",6.31428571428571,22,84.6153846153846,1.18181818181818
"2003-2004",5.54285714285714,23,88.4615384615385,1.1304347826087
"2017-2018",5.48571428571429,24,92.3076923076923,1.08333333333333
"1993-1994",4.77142857142857,25,96.1538461538462,1.04
