Years,x5_hr,rank,Probability,Frequency
"1993-1994",2.92,1,7.69230769230769,13
"1995-1996",2.78,2,15.3846153846154,6.5
"1996-1997",2.7,3,23.0769230769231,4.33333333333333
"1998-1999",2.2,4,30.7692307692308,3.25
"2000-2001",2.16,5,38.4615384615385,2.6
"2003-2004",2.032,6,46.1538461538462,2.16666666666667
"2004-2005",1.9304,7,53.8461538461538,1.85714285714286
"1997-1998",1.02,8,61.5384615384615,1.625
"2002-2003",0.78,9,69.2307692307692,1.44444444444444
"2005-2006",0.54,10,76.9230769230769,1.3
"1999-2000",0.5,11,84.6153846153846,1.18181818181818
"2001-2002",0.3,12,92.3076923076923,1.08333333333333
