Years,x6_hr,rank,Probability,Frequency
"2019-2020",10.4833333333333,1,5.55555555555556,18
"2005-2006",9.85,2,11.1111111111111,9
"2009-2010",9.61666666666667,3,16.6666666666667,6
"2006-2007",8,4,22.2222222222222,4.5
"2020-2021",7.06666666666667,5,27.7777777777778,3.6
"2013-2014",7.03333333333333,6,33.3333333333333,3
"2018-2019",6.95,7,38.8888888888889,2.57142857142857
"2017-2018",6.81666666666667,8,44.4444444444444,2.25
"2021-2022",6.58333333333333,9,50,2
"2014-2015",6.48333333333333,10,55.5555555555556,1.8
"2012-2013",6.36666666666667,11,61.1111111111111,1.63636363636364
"2010-2011",6.13333333333333,12,66.6666666666667,1.5
"2011-2012",5.98333333333333,13,72.2222222222222,1.38461538461538
"2015-2016",5.9,14,77.7777777777778,1.28571428571429
"2008-2009",5.43333333333333,15,83.3333333333333,1.2
"2007-2008",5.36666666666667,16,88.8888888888889,1.125
"2016-2017",5.08333333333333,17,94.4444444444444,1.05882352941176
