Years,x50_min,rank,Probability,Frequency
"2006-2007",29.16,1,3.57142857142857,28
"2000-2001",27.24,2,7.14285714285714,14
"2007-2008",26.64,3,10.7142857142857,9.33333333333333
"2020-2021",26.64,4,14.2857142857143,7
"2013-2014",25.08,5,17.8571428571429,5.6
"2014-2015",20.16,6,21.4285714285714,4.66666666666667
"2005-2006",19.68,7,25,4
"2011-2012",19.56,8,28.5714285714286,3.5
"2003-2004",18.36,9,32.1428571428571,3.11111111111111
"2019-2020",18,10,35.7142857142857,2.8
"2002-2003",17.76,11,39.2857142857143,2.54545454545455
"2001-2002",17.16,12,42.8571428571429,2.33333333333333
"2009-2010",16.8,13,46.4285714285714,2.15384615384615
"2018-2019",16.68,14,50,2
"2010-2011",15.96,15,53.5714285714286,1.86666666666667
"2016-2017",15.84,16,57.1428571428571,1.75
"1997-1998",15.72,17,60.7142857142857,1.64705882352941
"2021-2022",15.6,18,64.2857142857143,1.55555555555556
"2008-2009",15.48,19,67.8571428571429,1.47368421052632
"2012-2013",12.72,20,71.4285714285714,1.4
"2017-2018",12.36,21,75,1.33333333333333
"2004-2005",10.8,22,78.5714285714286,1.27272727272727
"2015-2016",10.8,23,82.1428571428571,1.21739130434783
"1996-1997",10.56,24,85.7142857142857,1.16666666666667
"1999-2000",9.24,25,89.2857142857143,1.12
"1995-1996",6.84,26,92.8571428571429,1.07692307692308
"1998-1999",1.32,27,96.4285714285714,1.03703703703704
