Years,x6_hr,rank,Probability,Frequency
"2014-2015",13.5666666666667,1,7.14285714285714,14
"2012-2013",11.2666666666667,2,14.2857142857143,7
"2019-2020",11.1333333333333,3,21.4285714285714,4.66666666666667
"2021-2022",10.2,4,28.5714285714286,3.5
"2017-2018",9.96666666666667,5,35.7142857142857,2.8
"2009-2010",8.93333333333333,6,42.8571428571429,2.33333333333333
"2013-2014",7.85,7,50,2
"2020-2021",6.9,8,57.1428571428571,1.75
"2010-2011",6.1,9,64.2857142857143,1.55555555555556
"2016-2017",6.01666666666667,10,71.4285714285714,1.4
"2011-2012",5.38333333333333,11,78.5714285714286,1.27272727272727
"2018-2019",5.01666666666667,12,85.7142857142857,1.16666666666667
"2015-2016",2.55,13,92.8571428571429,1.07692307692308
