Years,x10_min,rank,Probability,Frequency
"2017-2018",75.6,1,3.84615384615385,26
"2019-2020",60.6,2,7.69230769230769,13
"2010-2011",60,3,11.5384615384615,8.66666666666667
"2020-2021",58.8,4,15.3846153846154,6.5
"2005-2006",57,5,19.2307692307692,5.2
"2004-2005",55.2,6,23.0769230769231,4.33333333333333
"2018-2019",52.8,7,26.9230769230769,3.71428571428571
"2012-2013",48.6,8,30.7692307692308,3.25
"2015-2016",46.2,9,34.6153846153846,2.88888888888889
"2001-2002",43.2,10,38.4615384615385,2.6
"2006-2007",43.2,11,42.3076923076923,2.36363636363636
"2002-2003",41.4,12,46.1538461538462,2.16666666666667
"1998-1999",40.2,13,50,2
"2014-2015",39.6,14,53.8461538461538,1.85714285714286
"2009-2010",38.4,15,57.6923076923077,1.73333333333333
"2016-2017",30.6,16,61.5384615384615,1.625
"2013-2014",30,17,65.3846153846154,1.52941176470588
"2008-2009",29.4,18,69.2307692307692,1.44444444444444
"2007-2008",27.6,19,73.0769230769231,1.36842105263158
"1996-1997",27,20,76.9230769230769,1.3
"2011-2012",25.8,21,80.7692307692308,1.23809523809524
"1997-1998",24.6,22,84.6153846153846,1.18181818181818
"2021-2022",22.8,23,88.4615384615385,1.1304347826087
"1999-2000",21.6,24,92.3076923076923,1.08333333333333
"2003-2004",21,25,96.1538461538462,1.04
