Years,x1_hr,rank,Probability,Frequency
"2013-2014",22.2,1,3.7037037037037,27
"1997-1998",20.7,2,7.40740740740741,13.5
"2014-2015",15.6,3,11.1111111111111,9
"2002-2003",15.4,4,14.8148148148148,6.75
"2019-2020",14.6,5,18.5185185185185,5.4
"1996-1997",14.4,6,22.2222222222222,4.5
"2004-2005",14.4,7,25.9259259259259,3.85714285714286
"2000-2001",14,8,29.6296296296296,3.375
"2008-2009",13.7,9,33.3333333333333,3
"2018-2019",12.8,10,37.037037037037,2.7
"2005-2006",12.1,11,40.7407407407407,2.45454545454545
"2017-2018",11.7,12,44.4444444444444,2.25
"2009-2010",11,13,48.1481481481481,2.07692307692308
"2012-2013",10.5,14,51.8518518518518,1.92857142857143
"2003-2004",9.5,15,55.5555555555556,1.8
"2015-2016",9.2,16,59.2592592592593,1.6875
"2010-2011",9.1,17,62.962962962963,1.58823529411765
"2016-2017",8.9,18,66.6666666666667,1.5
"2006-2007",7.5,19,70.3703703703704,1.42105263157895
"2020-2021",7.4,20,74.0740740740741,1.35
"2001-2002",6.7,21,77.7777777777778,1.28571428571429
"1999-2000",5.9,22,81.4814814814815,1.22727272727273
"2007-2008",5.7,23,85.1851851851852,1.17391304347826
"2021-2022",5.2,24,88.8888888888889,1.125
"2011-2012",5,25,92.5925925925926,1.08
"1998-1999",3.6,26,96.2962962962963,1.03846153846154
