Years,x3_5_hr,rank,Probability,Frequency
"2019-2020",6.65714285714286,1,6.66666666666667,15
"2016-2017",6.48571428571429,2,13.3333333333333,7.5
"2013-2014",5.17142857142857,3,20,5
"2009-2010",5.08571428571429,4,26.6666666666667,3.75
"2015-2016",3.37142857142857,5,33.3333333333333,3
"2018-2019",2.4,6,40,2.5
"2021-2022",2.28571428571429,7,46.6666666666667,2.14285714285714
"2017-2018",2.11428571428571,8,53.3333333333333,1.875
"2014-2015",1.62857142857143,9,60,1.66666666666667
"2020-2021",1.22857142857143,10,66.6666666666667,1.5
"2012-2013",0.942857142857143,11,73.3333333333333,1.36363636363636
"2007-2008",0.914285714285714,12,80,1.25
"2010-2011",0.428571428571429,13,86.6666666666667,1.15384615384615
"2008-2009",0.285714285714286,14,93.3333333333333,1.07142857142857
