Years,x4_5_hr,rank,Probability,Frequency
"2018-2019",16.7555555555556,1,8.33333333333333,12
"2020-2021",16.6888888888889,2,16.6666666666667,6
"2011-2012",14.1555555555556,3,25,4
"2017-2018",9.22222222222222,4,33.3333333333333,3
"2014-2015",8.93333333333333,5,41.6666666666667,2.4
"2021-2022",8.24444444444445,6,50,2
"2019-2020",8.13333333333333,7,58.3333333333333,1.71428571428571
"2013-2014",7.6,8,66.6666666666667,1.5
"2015-2016",6.71111111111111,9,75,1.33333333333333
"2016-2017",6.51111111111111,10,83.3333333333333,1.2
"2012-2013",5.08888888888889,11,91.6666666666667,1.09090909090909
