Years,x2_hr,rank,Probability,Frequency
"2004-2005",19.5,1,3.84615384615385,26
"2017-2018",13.5,2,7.69230769230769,13
"2000-2001",10.8,3,11.5384615384615,8.66666666666667
"2008-2009",9,4,15.3846153846154,6.5
"2013-2014",8.75,5,19.2307692307692,5.2
"2018-2019",7.75,6,23.0769230769231,4.33333333333333
"2009-2010",7.55,7,26.9230769230769,3.71428571428571
"2015-2016",7.35,8,30.7692307692308,3.25
"1997-1998",7.25,9,34.6153846153846,2.88888888888889
"2014-2015",6.65,10,38.4615384615385,2.6
"2021-2022",6.5,11,42.3076923076923,2.36363636363636
"2010-2011",5.5,12,46.1538461538462,2.16666666666667
"1999-2000",5.45,13,50,2
"2001-2002",4.95,14,53.8461538461538,1.85714285714286
"2019-2020",4.9,15,57.6923076923077,1.73333333333333
"2006-2007",4.8,16,61.5384615384615,1.625
"2012-2013",4.7,17,65.3846153846154,1.52941176470588
"2011-2012",4.1,18,69.2307692307692,1.44444444444444
"2007-2008",3.6,19,73.0769230769231,1.36842105263158
"2020-2021",3.5,20,76.9230769230769,1.3
"1998-1999",3.3,21,80.7692307692308,1.23809523809524
"2005-2006",3.3,22,84.6153846153846,1.18181818181818
"2016-2017",3,23,88.4615384615385,1.1304347826087
"2002-2003",2.75,24,92.3076923076923,1.08333333333333
"1996-1997",1.7,25,96.1538461538462,1.04
