Years,x1_hr,rank,Probability,Frequency
"2019-2020",40.1,1,6.25,16
"2017-2018",39.9,2,12.5,8
"2012-2013",34.7,3,18.75,5.33333333333333
"2010-2011",32.2,4,25,4
"2009-2010",31,5,31.25,3.2
"2011-2012",30.7,6,37.5,2.66666666666667
"2007-2008",30.3,7,43.75,2.28571428571429
"2016-2017",29.3,8,50,2
"2020-2021",27.6,9,56.25,1.77777777777778
"2015-2016",26.7,10,62.5,1.6
"2008-2009",23.8,11,68.75,1.45454545454545
"2018-2019",23.6,12,75,1.33333333333333
"2014-2015",19.3,13,81.25,1.23076923076923
"2021-2022",19.3,14,87.5,1.14285714285714
"2013-2014",14.7,15,93.75,1.06666666666667
