Years,x3_5_hr,rank,Probability,Frequency
"2015-2016",8.37142857142857,1,6.25,16
"2018-2019",4.57142857142857,2,12.5,8
"2010-2011",4.22857142857143,3,18.75,5.33333333333333
"2019-2020",4.17142857142857,4,25,4
"2013-2014",4.08571428571429,5,31.25,3.2
"2017-2018",3.74285714285714,6,37.5,2.66666666666667
"2009-2010",3.37142857142857,7,43.75,2.28571428571429
"2021-2022",3.14285714285714,8,50,2
"2014-2015",2.4,9,56.25,1.77777777777778
"2020-2021",2.25714285714286,10,62.5,1.6
"2012-2013",2.2,11,68.75,1.45454545454545
"2007-2008",2.14285714285714,12,75,1.33333333333333
"2008-2009",1.88571428571429,13,81.25,1.23076923076923
"2011-2012",1.71428571428571,14,87.5,1.14285714285714
"2016-2017",1.71428571428571,15,93.75,1.06666666666667
