Years,x1_5_hr,rank,Probability,Frequency
"2008-2009",24,1,20,5
"2009-2010",21.6666666666667,2,40,2.5
"2011-2012",18.9333333333333,3,60,1.66666666666667
"2007-2008",18.5333333333333,4,80,1.25
