Years,x30_min,rank,Probability,Frequency
"1998-1999",42,1,3.33333333333333,30
"2015-2016",37,2,6.66666666666667,15
"2006-2007",36,3,10,10
"2004-2005",34,4,13.3333333333333,7.5
"2010-2011",32.6,5,16.6666666666667,6
"2019-2020",32.4,6,20,5
"2009-2010",30.4,7,23.3333333333333,4.28571428571429
"2001-2002",27.2,8,26.6666666666667,3.75
"2017-2018",27,9,30,3.33333333333333
"2018-2019",26.2,10,33.3333333333333,3
"2020-2021",25.6,11,36.6666666666667,2.72727272727273
"2008-2009",24.6,12,40,2.5
"1994-1995",23.478,13,43.3333333333333,2.30769230769231
"2012-2013",23.4,14,46.6666666666667,2.14285714285714
"1995-1996",22.4,15,50,2
"1999-2000",22.2,16,53.3333333333333,1.875
"2000-2001",21.8,17,56.6666666666667,1.76470588235294
"2013-2014",21.4,18,60,1.66666666666667
"1993-1994",21.32,19,63.3333333333333,1.57894736842105
"2002-2003",20.8,20,66.6666666666667,1.5
"1996-1997",20.4,21,70,1.42857142857143
"2003-2004",19,22,73.3333333333333,1.36363636363636
"1997-1998",18.8,23,76.6666666666667,1.30434782608696
"2011-2012",18.6,24,80,1.25
"2021-2022",17.8,25,83.3333333333333,1.2
"2005-2006",16.8,26,86.6666666666667,1.15384615384615
"2007-2008",16,27,90,1.11111111111111
"2016-2017",15,28,93.3333333333333,1.07142857142857
"2014-2015",14.2,29,96.6666666666667,1.03448275862069
