Years,x6_hr,rank,Probability,Frequency
"2017-2018",9.8,1,5.55555555555556,18
"2020-2021",9.533333333,2,11.1111111111111,9
"2012-2013",8.833333333,3,16.6666666666667,6
"2014-2015",8.783333333,4,22.2222222222222,4.5
"2009-2010",7.766666667,5,27.7777777777778,3.6
"2007-2008",7.566666667,6,33.3333333333333,3
"2005-2006",7.15,7,38.8888888888889,2.57142857142857
"2010-2011",7.1,8,44.4444444444444,2.25
"2011-2012",7.083333333,9,50,2
"2008-2009",6.783333333,10,55.5555555555556,1.8
"2013-2014",6.633333333,11,61.1111111111111,1.63636363636364
"2021-2022",6.266666667,12,66.6666666666667,1.5
"2019-2020",6.083333333,13,72.2222222222222,1.38461538461538
"2018-2019",5.916666667,14,77.7777777777778,1.28571428571429
"2016-2017",5.383333333,15,83.3333333333333,1.2
"2006-2007",5.066666667,16,88.8888888888889,1.125
"2015-2016",5.066666667,17,94.4444444444444,1.05882352941176
