Years,x10_min,rank,Probability,Frequency
"2004-2005",121.2,1,4,25
"2008-2009",75,2,8,12.5
"2020-2021",70.8,3,12,8.33333333333333
"2016-2017",56.4,4,16,6.25
"2000-2001",31.2,5,20,5
"2006-2007",29.4,6,24,4.16666666666667
"2015-2016",28.8,7,28,3.57142857142857
"2012-2013",22.2,8,32,3.125
"2001-2002",21.6,9,36,2.77777777777778
"2013-2014",21.6,10,40,2.5
"2005-2006",21,11,44,2.27272727272727
"2017-2018",20.4,12,48,2.08333333333333
"2019-2020",16.2,13,52,1.92307692307692
"2010-2011",13.8,14,56,1.78571428571429
"2007-2008",12.6,15,60,1.66666666666667
"2002-2003",12,16,64,1.5625
"2003-2004",11.4,17,68,1.47058823529412
"2009-2010",10.2,18,72,1.38888888888889
"2018-2019",10.2,19,76,1.31578947368421
"2021-2022",10.2,20,80,1.25
"1998-1999",8.4,21,84,1.19047619047619
"2014-2015",7.8,22,88,1.13636363636364
"1999-2000",6.6,23,92,1.08695652173913
"2011-2012",6,24,96,1.04166666666667
