Years,x3_5_hr,rank,Probability,Frequency
"2019-2020",24.4,1,4.54545454545455,22
"2020-2021",18.0285714285714,2,9.09090909090909,11
"2010-2011",16.6,3,13.6363636363636,7.33333333333333
"2014-2015",15.4285714285714,4,18.1818181818182,5.5
"2017-2018",14.7142857142857,5,22.7272727272727,4.4
"2018-2019",12.6,6,27.2727272727273,3.66666666666667
"2007-2008",11.6857142857143,7,31.8181818181818,3.14285714285714
"2012-2013",11.1428571428571,8,36.3636363636364,2.75
"2011-2012",10.7428571428571,9,40.9090909090909,2.44444444444444
"2006-2007",10.2857142857143,10,45.4545454545455,2.2
"2003-2004",10.0571428571429,11,50,2
"2001-2002",8.71428571428571,12,54.5454545454545,1.83333333333333
"2013-2014",8.37142857142857,13,59.0909090909091,1.69230769230769
"2021-2022",7.82857142857143,14,63.6363636363636,1.57142857142857
"2016-2017",7.25714285714286,15,68.1818181818182,1.46666666666667
"2009-2010",7,16,72.7272727272727,1.375
"2015-2016",6.97142857142857,17,77.2727272727273,1.29411764705882
"2002-2003",6.77142857142857,18,81.8181818181818,1.22222222222222
"2008-2009",6.68571428571429,19,86.3636363636364,1.15789473684211
"2005-2006",6.37142857142857,20,90.9090909090909,1.1
"2004-2005",5.65714285714286,21,95.4545454545455,1.04761904761905
